school,n_block_groups,total_pop,Particulate Matter Summary Index_pct_usa,Ozone Summary Index_pct_usa,Diesel Particulate Matter Summary Index_pct_usa,Nitrogen Dioxide (NO2) Summary Index_pct_usa,Toxic Releases to Air Summary Index_pct_usa,Traffic Proximity and Volume Summary Index_pct_usa,Lead Paint Summary Index_pct_usa,Superfund Proximity Summary Index_pct_usa,RMP Proximity Summary Index_pct_usa,Hazardous Waste Proximity Summary Index_pct_usa,Underground Storage Tanks Summary Index_pct_usa,Wastewater Discharge Summary Index_pct_usa,Drinking Water Non-Compliance Summary Index_pct_usa,Particulate Matter Summary Index_pct_state,Ozone Summary Index_pct_state,Diesel Particulate Matter Summary Index_pct_state,Nitrogen Dioxide (NO2) Summary Index_pct_state,Toxic Releases to Air Summary Index_pct_state,Traffic Proximity and Volume Summary Index_pct_state,Lead Paint Summary Index_pct_state,Superfund Proximity Summary Index_pct_state,RMP Proximity Summary Index_pct_state,Hazardous Waste Proximity Summary Index_pct_state,Underground Storage Tanks Summary Index_pct_state,Wastewater Discharge Summary Index_pct_state,Drinking Water Non-Compliance Summary Index_pct_state,Location,year_founded
Johnson C. Smith University,21,24234,46.67714780886358,30.50940826937361,74.44383923413386,79.86093917636379,89.51629941404639,89.45460922670628,43.959891062144095,0,82.54435916480978,77.49719402492366,95.21911364199059,42.36518940331765,0,50.03788066353058,34.39572501444252,71.49121069571676,72.83118758768673,77.7126351407114,78.42027729636048,48.123751753734425,0,73.21098456713707,72.47441610959808,78.62775439465214,45.909218453412564,0,"Charlotte,NC",1867
Kentucky State University,12,14331,54.15986323354965,46.323773637568905,45.40834554462354,45.10166771334868,18.132789058683972,33.461586769939295,73.46786686204732,0,42.797292582513435,47.39557602400391,61.15037331658642,74.68229711813551,0,71.4687739864629,66.1057846626195,64.3938315539739,63.39899518526272,28.140115832809993,51.793873421254624,82.00914102295722,0,60.59346870420766,65.69953248203196,74.43137254901961,83.99546437792199,0,"Frankfort, KY",1890
Lane College,15,15981,15,17.929541330329766,38.803328953131846,54.572242037419436,31.27551467367499,37.71753957824917,68.12283336462049,77.9431199549465,83.62349039484388,49.17401914773794,68.92146924472812,53.11225830673925,0,29.002127526437643,34.344033539828544,68.55378261685752,81.1287779237845,57.573806395094174,67.37563356485828,85.70020649521307,93.2473562355297,92.70083223828296,78.29453726299981,88.00506851886615,79.91001814654902,0,"Jackson, TN",1882
Langston University,2,3470,75,59,10.497982708933717,20.485878962536024,8.497982708933717,6.004034582132565,54.50201729106628,0,14.056484149855908,18.50201729106628,31,61.51008645533141,39.15734870317003,81.49394812680116,72.48991354466858,12.493948126801152,28.47377521613833,10.995965417867435,7.004034582132565,63.99193083573487,0,19.07665706051873,24.49798270893372,41.99193083573487,72.49798270893372,43.17348703170029,"Langston, OK",1897
Lawson State Community College,12,10428,86.11181434599156,45.03624856156502,63.87677406981204,44.82192174913694,88.57479861910241,59.782220943613346,62.754986574606825,2.276946682009973,89.55341388569236,61.06645569620253,52.839566551591865,74.62015726889145,0,92.1547756041427,70.45166858457998,83.22286152665899,68.23350594553126,92.0831415420023,80.80974299961642,75.85280015343307,2.886843114691216,90.77013808975835,81.39010356731876,71.06894898350595,87.65132336018412,0,"Birmingham, AL",1949
Lincoln University -Missouri,15,14579,28.76911996707593,24.055147815350846,37.339529460182455,55.55216407160985,91.69668701557035,47.49468413471431,65.49406680842307,0,9.797242609232457,52.24494135400233,67.41402016599218,32.885520268879894,0,36.48830509637149,30.530420467796144,47.46100555593662,62.0579600795665,85.88764661499417,58.70409493106523,67.97901090609781,0,12.860004115508609,63.02654503052336,70.41402016599218,41.65484601138624,0,"Jefferson City, MO",1866
Lincoln University -Pennsylvania,4,6597,32.47233591026224,47,42.38699408822192,32.263907836895555,68.1418826739427,22.228134000303168,27.24996210398666,10.748522055479764,56.08049113233288,12.359102622404123,10.443231772017583,28.760345611641654,0,26.774897680763985,38.138547824768835,35.76140670001516,27.239805972411702,53.794300439593755,17.179475519175384,23.170683644080643,12.068515992117629,47.15097771714416,11.887373048355313,10.16840988328028,23.04532363195392,0,"Lincoln University, PA",1854
Medgar Evers College,142,207712,43.739442112155295,70.24170486057618,98.11135129409952,97.48879217377907,42.817574333692804,89.44104336773995,89.11021510553074,91.39145066245571,1.3889134956093052,94.00375038514866,93.18531909567093,79.06118086581421,93,44.02286338776768,66.80806597596673,79.96138403173624,78.44517408719766,43.77662821599137,76.47010283469419,72.5805875442921,80.15425204128793,1.2087120628562624,78.1520181790171,75.75236384994608,70.42683138191342,84.86572273147435,"Brooklyn, NY",1970
Miles College,20,20774,85.929142196977,45.93929912390488,66.20491961105228,59.897853085587755,87.76186579378069,61.761047463175125,79.51131221719457,9.424328487532492,83.48445171849427,64.61379609126793,72.22427072301916,80.70496774814673,0,89.00067391932222,63.500048137094446,79.46057571964957,73.60744199480119,89.08597285067873,76.5451525945894,83.54534514296716,12.846442668720517,85.69437758736882,78.2507461249639,78.02132473283912,86.41999614903244,0,"Fairfield, AL",1898
Mississippi Valley State University,3,3908,65,14,15.411719549641761,33.80296827021495,20.72978505629478,10.734646878198568,38.65455475946776,0,43.546315250767655,0,54.755117707267146,19.10926305015353,0,84.42630501535312,22.16095189355169,25.25460593654043,52.057574206755376,33.52098259979529,16.630245649948822,56.881780962128964,0,64.86821903787103,0,71.75997952917093,31.009723643807575,0,"Itta Bena, MS",1950
Morehouse College,32,31924,82.90627740884601,36.29322766570605,85.70288810925949,83.92406966545546,45.88441298082947,92.28539656684626,55.50040721714071,81.22804159879715,93.81214760055131,66.38065405337677,79.97954516977822,76.8904272647538,0,89.14575241197845,57.25416614459341,89.56233554692395,87.71638892369377,67.01130810675355,91.16078812178925,67.04144217516603,89.25012529758176,90.31681493547174,82.01453451948377,84.96112642525999,86.48925573236437,0,"Atlanta, GA",1867
Morgan State University,37,42858,18.408115171029912,61.848709692472816,73.73489196882728,74.82437351252975,48.981403705259225,78.45058098838024,91.57352186289607,76.21727565448691,90.88081571701899,89.63740725185497,56.5944981100378,88.56101544635774,0,23.07354519576275,69.0640720518923,76.33400998646694,75.24373512529749,56.75463157403519,78.64240048532362,82.15306360539456,80.02398618694293,81.87257921508237,83.23295534089318,58.98586028279434,80.91212842409819,0,"Baltimore, MD",1867
Morris College,12,15361,26.699303430766225,5.718247509927739,40.86641494694356,32.3096803593516,43.14771173751709,40.095436495019854,58.451207603671634,0,66.49573595469045,54.742985482715966,86.93157997526203,65.93639736996289,0,42.046286049085346,8.553479591172449,62.415923442484214,50.762775860946554,64.49436885619426,62.185209296269775,74.31846884968427,0,80.5256168218215,75.46253499121151,89.15454722999804,75.20903587006055,0,"Sumter, SC",1908
Norfolk State University,23,22836,13,18.305176037834997,81.49224908039938,78.25840777719391,67.96768260641093,82.66303205465056,55.00153266771764,93.10400245226835,56.98471711332983,76.33250131371518,62.44464880014013,56.76786652653705,0,22.906507269224033,31.17113329830093,88.20892450516727,85.86657032755299,82.20432650201437,88.44548081975827,69.93742336661411,92.00569276580838,75.34231038710807,86.11678928008408,70.26988088982309,76.5263618847434,0,"Norfolk, VA",1935
North Carolina A&T State University,18,24973,24.311416329636007,23.45413046089777,52.69543106555079,54.42770191807152,91.83490169382934,74.69631201697834,63.03131381892444,0,50.66732070636287,71.41757097665479,87.77323509390142,76.12149121050734,0,40.56404917310696,39.87082048612501,76.64137268249709,76.08621311015897,93.67160533376047,88.86481399911905,78.14351499619589,0,72.7843270732391,86.96700436471389,91.18315781043528,89.19697273054899,0,"Greensboro, NC",1891
North Carolina Central University,14,21779,25,12.8867257449837,49.96303778869553,39.465815694017174,46.203223288488914,72.15193535056706,63.219201983562144,0,68.33601175444235,70.69539464621883,85.67950778272647,56.580972496441525,0,37.09770880205703,18.79429725882731,67.29197851141008,54.2790302585059,62.9496762936774,81.12277882363745,70.42949630377888,0,76.43656733550668,80.14564488727673,84.93640663024014,71.44565866201387,0,"Durham, NC",1909
Oakwood University,11,14599,44.75073635180492,18.281046647030617,49.11219946571683,72.04507158024522,99,65.66134666757998,29.186519624631824,73.4757860127406,3.29008836221659,40.00890471950134,63.13089937666963,41.806973080347966,78,56.41283649565039,23.97403931776149,62.28193711898075,76.01308308788273,88.90108911569286,74.79676690184259,37.34591410370573,81.75820261661758,3.8041646688129322,53.41989177340914,66.25337351873416,53.81368586889513,87.05425029111584,"Huntsville, AL",1896
Paul Quinn College,9,17911,68.58500362905477,67.47038132990899,60.12366702026687,51.54977388197197,38.634247110714085,61.149852046228574,47.12617944280051,84.97448495338061,82.06202892077495,55.63821115515605,44.68790128971023,40.92903802132768,0,93.95176148735413,94.07576349729217,90.17726536765116,83.60532633577131,73.51270169169784,90.34297359164759,76.16799732008263,96.90877114622299,95.67840991569426,87.56713751326001,69.41454971805037,75.39696276031489,0,"Dallas, TX",1872
Prairie View A&M University,4,12793,76.16985851637614,63.49714687719847,25.622215273977957,36.40529977331353,54.21206910028922,18.83193934182756,15.400922379426248,11.122957867583835,0,30.539982803095445,30.045962635816462,30.354334401625888,19.129836629406707,59.14945673415149,52.605409208160715,23.355037911357773,32.75947783944345,45.75127022590479,16.88993981083405,18.157820683186117,11.718830610490112,0,30.120612835144218,33.7060892675682,30.12756976471508,17.777221918236535,"Prairie View, TX",1876
Saint Augustine's University,18,24545,27.888857201059277,16.827704216744756,60.555591770217966,71.4107557547362,48.61132613566918,80.16634752495416,60.88926461601141,60.73905072316154,44.76479934813608,49.51900590751681,82.07141984110817,36.15461397433286,0,34.3623548584233,20.28107557547362,67.1480953350988,72.29052760236301,56.75192503564881,78.11627622733754,63.0911387247912,73.09109798329598,54.75909553880627,58.34776940313709,73.81022611529843,44.20472601344469,0,"Raleigh, NC",1867
Savannah State University,17,18062,67.51932233418226,10.885948399955709,47.4872660834902,32.15253017384564,50.17495293987377,46.823829033329645,64.20795039309047,0,61.628723286457756,49.30971099546008,66.99357767689071,35.1880744103643,76.22411693057248,76.06605027128779,13.619643450337726,61.82593289779648,43.61205846528624,62.99108625844314,61.032831358653524,69.3344590853726,0,70.72289890377589,62.89392093898793,72.89093123685085,46.2274388218359,80.40482781530285,"Savannah, GA",1890
Shaw University,23,27632,27.959756803705847,16.910393746381008,62.65138245512449,82.0894614939201,47.35111464968153,81.82936450492183,54.8143818760857,63.77236537348002,39.9158946149392,54.21333960625362,90.11533729009844,42.190105674580195,0,35.765163578459756,21.204762594093804,69.65876519976838,78.53278807180081,56.73856398378691,79.70729588882455,59.8767371163868,75.25311233352635,51.242255356108856,63.26719021424435,81.12898089171975,51.7913288940359,0,"Raleigh, NC",1865
Shelton State Community College,8,15661,70.78519890173041,5.538790626396782,30.13262243790307,11.040674286444032,84.31434774280059,43.46912713108997,7.375901921971777,0,49.839856969542176,20.704552710554882,33.76585147819424,55.06608773386118,0,63.281271949428515,4.731434774280059,29.112061809590703,10.110146223101973,72.35368111870251,42.94936466381457,8.271247046804163,0,48.23714960730477,19.31894515037354,32.69835898090799,51.96992529212694,0,"Tuscaloosa, AL",1979
South Carolina State University,16,15484,34.2660811159907,2.537458021183157,34.98727718935675,32.16526737277189,72.76730818909843,35.929992250064586,49.56413071557737,0,78.71525445621286,31.75665202789977,86.28952467062774,28.888723843967966,0,53.59073882717644,3.619413588220098,56.78351847067941,51.02880392663395,85.8080599328339,57.89492379230173,63.110630328080596,0,86.23714802376647,51.90176956858693,88.78409971583571,46.4571170240248,0,"Orangeburg, SC",1896
Southern University and A&M College,11,14513,60.507338248466894,63.30923999173155,69.60559498380762,53.92599738165782,98.59801557224557,36.34796389443947,50.86618893405912,86.3137187349273,98.66099359195205,86.57045407565631,51.929029146282645,89.99297181836974,18.617446427341005,86.09233101357404,88.58774891476607,89.1376007717219,77.01316061462137,96.74629642389581,64.10776545166402,71.62344105284917,95.15055467511885,96.20402397850204,94.84510438916833,76.12788534417419,95.90615310411356,21.462550816509335,"Baton Rouge, LA",1880
Southern University at New Orleans,18,15622,59.84278581487646,44.7748047625144,80.65420560747664,60.00486493406734,89.72513122519524,59.07489437972091,64.22378696709768,78.022596338497,61.996223274868775,74.05370631161183,61.52816540775829,44.84124951990782,85,71.80655485853283,59.93150684931507,83.7840225323262,71.63205735501217,87.11759057739086,72.19555754704903,70.61042120087056,84.56586864678019,71.68006657278197,81.09300985789271,69.33497631545256,58.3969402125208,89.47253872743566,"New Orleans, LA",1956
Southern University at Shreveport,9,10661,77.65284682487571,19.30794484569928,42.28787168183097,18.631366663540007,68.35503236094175,27.961729668886598,44.90423037238533,34.87712222118,26.627802269955914,38.78116499390301,51.385423506237686,92.34490197917644,91.06523109243697,91.4543663821405,33.52077666260201,64.49845230278585,34.78960697870744,85.9645436638214,50.332708001125596,66.02917174749085,50.88837820091924,47.360660350811365,64.30550605008911,71.34977957039678,91.13760435231217,96.30724789915966,"Shreveport, LA",1967
Spelman College,33,32988,82.83460652358433,36.585667515460166,86.25397114102098,86.03146598763186,45.708136291984964,92.97362677337213,52.843185400751786,80.94240329816903,93.59351885534133,66.74151206499333,79.63959621680611,76.98963259367042,0,89.30332242027404,58.07026797623378,89.85324966654541,88.49069358554625,67.20680247362678,91.39963016854614,65.40351036740633,89.36337456044622,90.3884442827695,82.45164908451558,84.32878622529405,86.70237662180186,0,"Atlanta, GA",1881
St. Philips College,12,12394,70,77.16919477166371,63.52396320800387,86.82314022914314,25.500080684202032,64.33322575439729,80.34137485880265,84.55446183637244,72.86332096175569,68.9997579473939,66.92690011295788,67.41487816685493,0,90.38526706470873,92.66895271905761,86.27335807648862,92.93722769081813,49.90430853638858,87.85380022591576,91.85129901565274,94.22212360819752,89.6203808294336,89.32507664999193,86.66282071970308,88.78723575923834,0,"San Antonio, TX",1898
Stillman College,15,18246,73.36051737367094,7.734571960977749,46.5534911761482,44.26531842595637,83.47182944206949,65.84177353940589,57.92836786144908,0,81.4125287734298,53.81700098651759,65.32670174284775,60.732160473528445,7.72804998355804,85.53102049764333,10.67472322700866,65.63493368409515,59.08297709086923,89.14551134495233,80.90512989148307,72.16622821440316,0,86.50887865833607,72.86566918776718,77.22185684533596,77.71982900361724,8.945851145456539,"Tuscaloosa, AL",1976
Tennessee State University,16,19434,50.08145518164042,38.226716064629,84.32052073685294,83.58196974374808,61.728465575795,76.04924359370176,58.78805186786045,0,88.51641453123392,82.61021920345786,61.77832664402593,24.765359678913246,0,71.08485129155089,60.196151075434805,89.43614284244109,88.0586600802717,78.93717196665638,86.74091797880004,72.39477204898631,0,89.63759390758464,89.3418236081095,76.05526397036122,39.76525676649172,0,"Nashville, TN",1912
Texas Southern University,28,33238,89,70.21111378542632,85.28458390998254,97.7833202960467,97.54073650640832,88.26632168000481,63.97554004452735,85.54491846681509,92.39554124796919,84.0378783320296,65.69811661351466,51.23722847343402,0,76.49864612792587,69.09227390336362,75.55737408989711,78.94915458210482,79.3819122690896,76.66845177206811,61.90968168963235,80.34710271376136,76.68915097177928,74.78650941693243,63.12145736807269,54.80453095854143,0,"Houston, TX",1927
Trenholm State Community College,9,5051,79.51910512769749,3.3735893882399526,60.07800435557316,53.12433181548208,65.49831716491784,66.9586220550386,63.998218174618884,72.02573747772718,91.55177192635122,35.52900415759255,79.90734508018214,58.60938428034053,0,97.81152247079787,7.102157988517125,91.19817857849931,86.60047515343496,93.4513957632152,94.1676895664225,91.19916848148881,96.16709562462879,97.9998020194021,74.33320134626807,96.64878241932291,91.9014056622451,0,"Montgomery, AL",1966
Tuskegee University,8,8981,62.35820064580782,2.7316557176260994,18.014586348958915,15.124485023939428,10.626544928181717,16.560850684778977,41.39360872954014,0,10.365215454849126,5.63522992985191,59.515198752922835,32.585124150985415,74.03173365994878,76.77697361095646,3.5491593363767953,26.23438369891994,23.00779423226812,15.33804698808596,24.271016590580114,54.650150317336596,0,13.075826745351296,7.1314998329807375,71.05723193408306,43.02527558178377,80.03062019819619,"Tuskegee, AL",1881
University of Arkansas at Pine Bluff,4,3723,55.78323932312651,22.349717969379533,25.843943056674725,20.045930701047542,74.95487510072522,30.998119795863552,41.79559495030889,0,26.110126242277733,41.893096964813324,38.82245500940102,90.84555466022026,0,82.58474348643567,40.50094010206823,48.418748321246305,37.45500940102068,90.58608648939028,55.733816814396995,61.94359387590653,0,46.3027128659683,69.61079774375504,63.43190975020145,96.18560300832662,0,"Pine Bluff, AR",1873
University of Maryland Eastern Shore,3,6450,7,19,16.74356589147287,6.134883720930232,22.267596899224806,15.42046511627907,42.11968992248062,0,9.80217054263566,17.350077519379845,45.49612403100775,18.350077519379845,0,10.59968992248062,27.45798449612403,26.045581395348837,9.969922480620156,32.993178294573646,23.74046511627907,55.16837209302326,0,12.252713178294574,26.15813953488372,60.88589147286822,26.15813953488372,0,"Princess Anne, MD",1886
University of the District of Columbia,37,42340,19.596669815777044,47.2837505904582,87.61655644780349,62.84350495984884,23.833278223901747,86.22031176192725,81.50614076523382,44.42470477090222,3.943646669815777,96.43115257439773,75.69886632026453,88.68908833254605,0,11.42746811525744,26.664454416627304,50.7033774208786,37.015068493150686,13.614643363249883,49.85297590930562,43.382026452527164,41.487411431270665,3.8178318375059046,54.417477562588566,43.28391591875295,49.140363722248466,0,"Washington, DC",1851
University of the Virgin Islands,11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"St Thomas 00802, U.S. Virgin Islands",1962
Virginia State University,16,20038,15.776025551452241,10,51.092923445453636,44.173969458029745,92.40767541670826,56.604651162790695,67.78186445753069,0.808463918554746,57.52510230561932,60.83900588881126,55.83516318993912,42.15041421299531,0,22.44989519912167,12.912067072562133,64.71399341251622,56.126709252420405,88.51342449346242,70.20401237648468,72.22622018165485,0.9027847090527997,68.95613334664138,73.52939415111288,61.87907974847789,55.19078750374289,0,"Virginia state university, VA",1882
Virginia Union University,27,32037,24.12220245341324,9,80.46449417860599,84.12766488747386,95.21028810437932,83.03589599525549,80.00131098417455,42.10974810375503,61.77900552486188,77.86396978493617,74.31251365608514,34.239379467490714,0,30.47704216999095,10.461435215532042,80.09317351811967,80.38249523987889,85.35262352904454,80.9843930455411,76.07432031713331,50.20960139838312,67.36142585135937,78.43849299247745,72.03505321971471,41.86006804632144,0,"Richmond, VA",1899
West Virginia State University,6,6262,29.149153625039922,24.91312679655062,46.803098051740655,38.06563398275311,98.52714787607793,40.58431810923028,74.79383583519642,63.15649952091984,95.05812839348451,73.24576812519962,59.03321622484829,93.70344937719578,99,41.68987543915682,36.67997444905781,65.62232513573937,52.96311082721175,92.77770680293835,59.11322261258384,81.32050463110828,80.68716065154902,90.10044714148835,83.88821462791441,72.38901309485787,91.74305333759182,94.45496646438838,"Institute, WV",1891
Wilberforce University,2,3213,64,64,32.680672268907564,51.46218487394958,70.84033613445378,19.521008403361346,61.66386554621849,0,55.60504201680672,39.621848739495796,38.15966386554622,51,0,76.31932773109244,78.31932773109244,46.84033613445378,65.36134453781513,80.73949579831933,26.941176470588236,70.88235294117646,0,66.98319327731092,54.78151260504202,51.89915966386555,65.31932773109244,0,"Wilberforce, OH",1856
Wiley College,15,16323,70.97188016908656,27.039085952337192,30.512895913741346,20.88519267291552,80.10947742449305,29.44213686209643,59.22808307296453,0,58.13404398701219,19.365128959137415,59.612142375788764,19.423635361146847,91.21239968143111,86.23911045763646,43.331617962384364,49.71530968571954,34.075047479017336,89.50444158549286,48.235005820008574,75.662745818783307,0,75.37094896771427,31.987931140109048,75.20002450529927,30.429945475709122,94.35103841205661,"Marshall, TX",1873
Winston-Salem State University,15,21445,42.630216833760784,30.238517136861738,55.79552343203544,69.04709722546048,98.50104919561669,65.18941478200047,61.79948705992073,0,52.06710188855211,67.93732804849616,86.13369083702494,73.65525763581255,0,62.440102588015854,47.86463044998834,75.25852179995337,79.86327815341572,92.59417113546282,81.24429937048264,73.57901608766612,0,69.76027045931453,82.44010258801586,87.61277687106552,85.15425507111215,0,"Winston-Salem, NC",1892
Xavier University of Louisiana,48,40713,60.757473043008375,44.19062707243387,85.50730724829907,91.8461179475843,91.04772431410115,72.65831552575345,75.37882248913124,66.21432957531992,88.63429371453836,85.34399331908728,78.6108122712647,38.60282956303883,85,69.30702723945669,56.85859553459583,83.00218603394494,84.02326038366124,84.62299511212635,77.22656154053988,72.64600987399602,77.84127919829048,82.34340382678751,82.75405890010562,77.36236582909636,49.70650652125857,88.08943089430895,"New Orleans, LA",1925
