school,group,Location,year_founded,Latitude,Longitude,n_block_groups,total_pop,PM2.5 [raw]_pct_usa,PM2.5 [EJindex]_pct_usa,Particulate Matter Summary Index_pct_usa,Ozone [raw]_pct_usa,Ozone [EJindex]_pct_usa,Ozone Summary Index_pct_usa,NO2 [raw]_pct_usa,NO2 [EJindex]_pct_usa,Nitrogen Dioxide (NO2) Summary Index_pct_usa,Diesel PM [raw]_pct_usa,Diesel PM [EJindex]_pct_usa,Diesel Particulate Matter Summary Index_pct_usa,Toxic Air [raw]_pct_usa,Toxic Air [EJindex]_pct_usa,Toxic Releases to Air Summary Index_pct_usa,Traffic [raw]_pct_usa,Traffic [EJindex]_pct_usa,Traffic Proximity and Volume Summary Index_pct_usa,Lead Paint [raw]_pct_usa,Lead Paint [EJindex]_pct_usa,Lead Paint Summary Index_pct_usa,Superfund [raw]_pct_usa,Superfund [EJindex]_pct_usa,Superfund Proximity Summary Index_pct_usa,RMP [raw]_pct_usa,RMP [EJindex]_pct_usa,RMP Proximity Summary Index_pct_usa,Hazardous Waste [raw]_pct_usa,Hazardous Waste [EJindex]_pct_usa,Hazardous Waste Proximity Summary Index_pct_usa,UST [raw]_pct_usa,UST [EJindex]_pct_usa,Underground Storage Tanks Summary Index_pct_usa,Wastewater [raw]_pct_usa,Wastewater [EJindex]_pct_usa,Wastewater Discharge Summary Index_pct_usa,Drinking Water [raw]_pct_usa,Drinking Water [EJindex]_pct_usa,Drinking Water Non-Compliance Summary Index_pct_usa,burden_score,state_abbr,region,treat,distance,weights,subclass
Wiley College,HBCU,"Marshall, TX",1873,32.5385,-94.3752,24,22356,70.8202,84.5495,85.923,26.6855,56.6819,42.7016,20.0347,44.8795,32.5015,32.0882,59.6693,51.3443,79.5003,88.6663,89.0462,28.5883,56.0226,46.7841,60.1772,80.1694,75.6014,0,0,0,57.8442,77.5494,74.9435,19.8574,46.5089,32.6661,57.467,75.5,71.7473,20.3494,43.3896,31.775,91.2411,94.2776,94.2193,56.09640769230769,TX,South,1,0.45427969942870366,1,84
Winston-Salem State University,HBCU,"Winston-Salem, NC",1892,36.0898,-80.225,45,56019,42.7209,73.3799,63.6588,30.0049,64.305,48.538,65.1915,82.096,78.6716,56.5411,80.2693,76.6814,97.8328,94.0439,93.3548,63.642,83.242,81.1316,64.4675,83.3868,75.8893,0,0,0,52.6573,77.5395,69.8954,66.5094,85.0821,82.8355,85.4401,89.2617,87.5026,75.0966,89.1224,86.6739,0,0,0,64.98714615384617,NC,South,1,0.4855756392663875,1,85
Xavier University of Louisiana,HBCU,"New Orleans, LA",1925,29.9632,-90.1062,130,107821,60.461,73.0086,67.7541,44.0615,65.3701,55.4476,83.9903,79.7776,79.1887,85.637,81.3785,81.6314,90.7897,84.7949,83.3444,69.3335,75.3982,73.919,81.4763,79.5822,76.1875,66.0743,80.9874,76.9677,87.97,82.4147,80.6965,84.9513,81.3553,81.185,71.8714,75.8324,71.3525,39.2357,61.0197,49.5624,83.805,89.8775,86.3379,74.12113076923077,LA,South,1,0.5400571966374318,1,86
University of Alabama,PWI,"Tuscaloosa, AL",1831,33.2148,-87.5406,42,54452,74.9726,78.4062,77.6906,9.7862,24.1885,11.7789,50.4231,65.8823,60.5224,55.9747,69.337,65.8623,85.7351,81.9443,82.2681,72.1988,76.3687,76.4435,39.9592,59.1041,47.4226,0,0,0,66.9981,75.8223,71.754,53.223,68.1067,63.4106,67.4397,75.7159,70.2479,63.6599,74.5511,70.7402,14.3951,16.2974,15.9349,54.92892307692307,AL,South,0,0.386698223681003,1,8
Auburn University,PWI,"Auburn, AL",1856,32.6099,-85.4808,35,48097,70.6931,72.123,68.3863,5.1526,11.6896,5.091,29.9696,46.704,34.2543,30.0636,47.3292,33.6323,16.6601,31.6262,18.4012,55.6737,64.0458,58.7736,21.6695,30.9803,21.4405,0,0,0,26.1932,40.8854,30.8462,30.4497,48.4615,34.9266,55.2734,59.6868,53.2147,30.5969,48.3222,33.4541,85,88.7477,84.4856,36.68510769230769,AL,South,0,0.4265737545899598,1,41
Jacksonville State University,PWI,"Jacksonville, AL",1883,33.8226,-85.7621,14,18335,52.7308,61.3549,67.8551,6.9269,14.1043,9.1222,17.9744,32.7922,27.4879,21.6741,37.2874,32.5404,71.1791,71.8641,81.0883,28.7366,43.9541,42.9296,34.1534,41.8069,42.852,0,0,0,0,0,0,17.1724,31.4265,25.92,51.0958,57.9582,60.9611,37.4812,51.3864,52.0206,0,0,0,34.059784615384615,AL,South,0,0.4707220059979401,1,44
Troy University,PWI,"Troy, AL",1887,31.7902,-85.9629,16,18127,56.9842,70.4842,66.3282,5.1994,12.9248,6.183,17.9398,34.8744,23.474,13.5308,29.2032,16.7474,91.9415,84.618,86.6779,25.4468,46.0015,33.3658,38.9994,51.4173,43.0367,0,0,0,75.4418,78.0478,77.2728,48.0756,64.676,59.6294,57.2848,64.1677,61.2298,90.1833,84.0995,85.8749,0,0,0,43.06306923076924,AL,South,0,0.47731878927721233,1,19
University of South Alabama,PWI,"Mobile, AL",1963,30.6936,-88.0472,30,23394,87,86.8613,90.2358,20.3527,46.5572,30.9969,51.0242,70.6018,68.3667,79.5877,83.9446,87.0771,71.9617,83.4101,83.1564,69.8243,80.5775,82.9126,70.0929,79.4013,76.335,0,0,0,78.3781,83.7393,84.6823,71.0911,81.2236,83.1633,74.7716,81.059,81.1046,85.098,86.8627,88.9636,90.9222,93.2431,92.892,73.06817692307693,AL,South,0,0.6015512791364068,1,79
University of Montevallo,PWI,"Montevallo, AL",1896,33.1012,-86.863,8,11174,75.9288,70.9159,84.4042,21.581,34.5953,30.7308,12.9934,22.2336,18.9053,23.5591,37.187,35.0966,66.0352,68.3775,78.9195,20.2735,32.8781,29.6724,41.9349,53.1569,55.3488,0,0,0,22.3544,32.0503,32.879,27.7709,42.3574,41.9117,48.1069,58.7961,62.5656,57.1305,60.6581,67.5775,90.5192,87.581,92.2237,48.479623076923076,AL,South,0,0.49218701018197464,1,71
University of North Alabama,PWI,"Florence, AL",1830,34.7998,-87.6773,26,29346,21.0311,41.1544,34.992,19.8377,40.6433,33.0634,46.6792,63.2963,67.8743,33.0762,54.4449,54.5947,50.4557,69.8735,72.7995,50.9522,66.6364,73.3949,62.2643,74.1957,77.0999,0,0,0,85.0063,82.4258,89.569,41.1903,60.8853,64.1775,64.9685,75.3046,79.8789,66.7988,77.7019,83.976,11.174,12.5193,13.2168,57.27976153846154,AL,South,0,0.38513063495923155,1,17
University of Arkansas,PWI,"Fayetteville, AR",1871,36.0679,-94.1741,38,54853,56.9928,68.4944,63.7632,11.2272,24.6279,13.1801,32.3486,50.8109,41.6817,33.5901,52.2744,42.6717,60.176,71.0631,65.5064,51.1781,64.0388,60.5507,38.3183,50.4375,40.3368,0,0,0,84.0846,79.1396,78.4478,59.5631,69.074700000000007,66.4963,53.3838,62.6138,57.1656,20.6136,38.7196,25.3489,0,0,0,42.70378461538461,AR,South,0,0.45100201470654644,1,80
Arkansas State University,PWI,"Jonesboro, AR",1909,35.8426,-90.6975,29,39036,53.3772,70.2206,76.4919,34.522,58.9232,57.3245,53.8299,67.8819,73.8932,47.0542,65.4381,70.8726,25.9324,49.8006,43.4203,43.0022,62.5314,67.2492,29.1727,44.4802,42.2811,0,0,0,24.519,34.3369,35.5015,49.6851,67.4314,73.2061,59.8814,73.7888,77.9999,76.0881,80.5111,89.2284,0,0,0,54.42066923076922,AR,South,0,0.513680858563404,1,73
University of Central Arkansas,PWI,"Conway, AR",1907,35.0842,-92.4382,30,46409,67.0495,70.0702,72.4998,35.2721,52.1482,44.2276,51.6757,60.5142,60.179,47.9077,59.2562,58.0311,98.0723,82.2776,87.123,44.8193,57.0287,55.764,22.4348,34.3821,28.3744,0,0,0,69.8891,71.0444,72.4604,45.5589,57.9512,55.7305,61.0273,65.9699,65.2297,46.6331,59.707,55.8431,13.8582,14.8794,15.1828,51.588107692307695,AR,South,0,0.5103754153899455,1,5
University of Florida,PWI,"Gainesville, FL",1853,29.6436,-82.3549,50,85059,41.7497,66.9472,49.4616,33.5288,61.9814,41.1543,60.5239,75.8448,66.3936,68.763,80.3796,73.4502,5.0587,14.0827,5.946,54.8116,73.6093,63.9691,33.5973,53.85,37.8424,72.5988,85.7941,78.7551,37.814,54.6144,44.3232,54.838,74.1941,63.6854,77.3715,78.7968,72.2342,95.8461,90.2171,85.6268,0,0,0,52.5263,FL,South,0,0.42172691043092425,1,1
Florida State University,PWI,"Tallahassee, FL",1851,30.4418,-84.2985,59,81238,55.3109,78.1713,65.2331,19.5796,48.1105,25.397,79.1118,85.5901,78.7592,57.189,77.5642,67.3618,8.0247,23.6286,10.5785,56.9312,77.434,67.6998,37.8031,58.1086,44.1475,86.5772,90.9645,85.5875,53.5513,76.1371,63.0298,46.0655,71.422,57.7365,89.9749,89.6968,82.7632,36.4449,54.5122,44.0083,78,92.8613,86.4294,59.90243076923077,FL,South,0,0.4185039783125192,1,9
University of South Florida,PWI,"Tampa, FL",1956,27.9883,-82.3018,29,53624,62.6414,71.9122,71.2481,49.6781,66.5182,62.4317,54.1361,65.3071,63.6259,72.2694,74.9897,77.5289,81.2411,81.156,81.6489,59.6981,68.7596,69.6971,20.4327,32.6296,26.6287,94.9087,86.0977,88.4011,77.5957,77.5335,78.265,53.9786,66.019,64.4318,63.7453,70.625,67.9609,44.8234,62.0402,55.5984,15.8821,19.4476,18.3505,63.52438461538462,FL,South,0,0.5904025646931425,1,33
University of Central Florida,PWI,"Orlando, FL",1963,28.6024,-81.2001,31,82252,56.8444,62.4708,52.3663,42.0966,55.0735,41.2061,43.2153,53.0971,42.6817,64.3923,65.4584,59.072,76.7991,73.0878,65.6355,46.1119,55.3179,45.4909,7.1466,12.0096,8.5346,46.1616,56.369,51.2066,3.1999,6.0499,4.8154,23.9342,39.3727,25.6389,49.2288,48.0577,41.6914,69.4592,69.2865,61.1781,55.0756,63.5624,59.543,43.00465384615384,FL,South,0,0.6015512791364068,1,49
Florida Atlantic University,PWI,"Boca Raton, FL",1961,26.3716,-80.1023,47,61144,27.9267,33.5471,23.6239,33.544,38.885,27.3974,71.3235,58.7433,55.626,64.8384,56.3787,51.8638,41.5955,43.0352,33.6632,66.1493,56.589,53.1032,18.7535,22.0466,16.8803,47.1041,52.4703,48.3147,52.2984,53.0555,44.8256,32.8574,38.7767,27.7265,68.7831,57.774,52.0076,57.1615,53.4764,45.304,0,0,0,36.94893846153846,FL,South,0,0.5983761216082435,1,18
University of West Florida,PWI,"Pensacola, FL",1963,30.5395,-87.2187,18,35559,80.654,75.2308,80.5992,23.9883,39.6562,29.1352,23.229,36.6102,30.5998,35.793,50.1368,45.3447,67.5112,70.5737,71.5071,45.2787,56.3638,55.2458,23.2712,37.5103,28.5441,60.1686,67.2202,67.0732,53.8717,63.1619,61.0455,47.6034,58.2591,56.8151,60.0311,64.1737,62.0674,86.8244,78.3969,83.0807,79.7207,87.1505,85.5579,58.20120769230769,FL,South,0,0.6015512791364068,1,13
University of Georgia,PWI,"Athens, GA",1785,33.948,-83.3776,46,64082,64.6682,79.7545,72.7868,22.3742,49.2736,29.859,36.8552,60.5743,48.0811,63.5571,77.5317,72.178,79.3059,85.9129,80.3987,42.5749,66.0314,55.7598,42.5787,62.7276,48.5027,0,0,0,64.0865,78.6659,70.8398,62.3421,77.7197,71.8649,70.0937,80.9547,73.636,32.6432,60.0404,42.6029,2.5049,2.8973,2.9576,51.49748461538461,GA,South,0,0.31745541371984465,1,14
Georgia Institute of Technology,PWI,"Atlanta, GA",1885,33.7756,-84.3963,112,132878,83.5408,76.1205,67.405,39.8661,56.794,38.8191,85.2628,75.0911,68.1018,91.578,77.8425,72.2614,44.2014,59.6931,43.069,93.8489,77.8575,72.8683,39.0276,43.9528,33.7636,79.6935,81.2965,73.8289,83.9992,76.2358,67.2053,69.6456,70.9159,61.2847,80.8399,75.3039,65.4959,45.0252,56.3759,43.1171,0,0,0,54.401546153846155,GA,South,0,0.47401926395881305,1,27
Georgia State University,PWI,"Atlanta, GA",1913,33.75,-84.388,102,123981,82.8793,81.2536,73.9455,39.6565,62.1606,45.2509,86.9439,80.7137,75.0319,91.2441,82.9578,78.3525,43.9728,65.1519,49.4912,94.4151,83.0688,79.0637,44.288,53.8517,43.1534,78.1729,84.0644,77.6572,85.3216,81.2513,73.7026,68.4212,75.7052,67.4557,82.8538,81.0434,72.6968,62.4325,71.4962,60.6524,0,0,0,61.2656769230769,GA,South,0,0.5202878677614872,1,6
Georgia Southern University,PWI,"Statesboro, GA",1906,32.4224,-81.7851,24,34720,68.9492,80.9847,76.1322,3.3554,10.071,4.0715,34.0255,59.5229,46.1315,23.9618,50.6834,33.3666,23.8925,50.1278,31.5594,27.467,53.4704,37.9721,26.4516,45.0768,33.0015,0,0,0,0,0,0,0,0,0,68.4796,80.9115,73.222,25.3905,52.4695,33.3384,77.3454,91.6989,86.3791,35.01340769230769,GA,South,0,0.508722335419265,1,3
Kennesaw State University,PWI,"Kennesaw, GA",1963,34.0234,-84.5818,34,57741,80.9831,76.2813,68.3686,26.0911,42.7625,24.207,55.0092,62.5594,51.5568,73.7492,72.3876,65.7858,38.5624,53.9899,36.4238,61.8024,66.4797,57.4897,10.6259,16.1545,11.1369,0,0,0,71.8573,72.2497,62.3514,59.3309,65.9034,55.6726,66.3807,70.1788,58.7041,44.9166,58.2639,41.7954,10.2695,12.1239,11.1712,41.89717692307693,GA,South,0,0.6015512791364068,1,54
Augusta University,PWI,"Augusta, GA",1828,33.4736,-82.0105,51,44245,85.2237,83.1696,88.1668,7.7224,20.5218,11.4093,58.4131,71.6456,73.0059,55.4992,70.8721,73.0755,62.7483,76.48,77.3589,53.1018,69.4763,71.6641,68.3428,73.7672,74.4298,84.8889,86.3614,88.8482,81.2376,81.2127,83.9301,35.4949,58.4465,54.3823,70.5953,78.0212,79.2846,42.7041,65.0034,61.1316,0,0,0,64.36054615384616,GA,South,0,0.3820026274231277,1,36
University of Kentucky,PWI,"Lexington, KY",1865,38.0308,-84.5037,69,87180,57.1908,62.6684,64.3955,35.6721,50.3405,45.2035,68.0157,66.3703,71.0675,74.2424,69.6683,75.7969,58.4283,64.012,64.543,61.8748,64.0235,68.8599,65.8609,65.8897,66.4924,0,0,0,60.1195,65.2663,65.7664,62.2758,64.8573,68.717,62.3771,64.618,65.8939,71.8349,69.9226,73.6865,0,0,0,56.18634615384615,KY,South,0,0.4411955484666382,1,67
Western Kentucky University,PWI,"Bowling Green, KY",1906,36.9685,-86.4808,33,53171,53.2005,64.7847,67.6292,25.5809,44.62,37.3005,64.0227,68.7063,73.7672,45.3716,59.7365,62.1669,87.6923,80.5012,86.3665,35.7358,52.5708,52.1611,32.7541,41.7387,40.6426,0,0,0,67.5813,72.1223,76.2571,65.1656,70.1034,76.4682,59.3625,66.0374,67.6516,57.7533,68.2188,71.2547,0,0,0,54.74350769230769,KY,South,0,0.508722335419265,1,84
Eastern Kentucky University,PWI,"Richmond, KY",1906,37.7398,-84.2947,27,39248,43.7982,49.3786,54.3478,25.8571,35.8104,33.7554,44.3376,49.6387,56.1337,49.9172,52.7543,61.0853,94.3047,73.5496,87.4954,32.8121,41.5537,44.2333,27.9291,33.6341,34.6722,0,0,0,51.6297,56.8469,61.8561,48.97,52.9072,61.0433,61.5398,61.723,68.0195,75.9848,66.398,79.645,0,0,0,49.406692307692296,KY,South,0,0.508722335419265,1,4
Murray State University,PWI,"Murray, KY",1922,36.61,-88.3139,20,22454,29.9937,45.5069,41.3144,33.4222,49.8153,46.6322,62.1684,65.6673,73.4592,30.4552,46.0437,43.1059,25.7525,40.066,35.5383,22.7836,38.5688,32.8387,39.1178,50.7365,48.2331,0,0,0,74.8388,72.7299,79.9039,32.7134,48.9065,46.7127,46.489,56.7031,56.0935,31.9381,47.8713,43.9772,0,0,0,42.139161538461536,KY,South,0,0.5351242250379754,1,74
Morehead State University,PWI,"Morehead, KY",1922,38.1851,-83.4324,12,15242,23.9163,33.9255,34.9072,10.0338,15.7912,13.6123,18.5407,29.0697,28.0544,16.1481,25.1241,22.413,61.7968,62.3807,76.4101,16.527,25.4606,23.5881,33.1158,42.0913,44.7749,17.5584,21.2978,22.0385,0,0,0,21.7409,33.3361,32.4648,46.1046,53.2166,59.214,19.9831,28.3916,28.3994,58.0367,59.7202,63.2763,34.550230769230765,KY,South,0,0.5351242250379754,1,11
Louisiana State University,PWI,"Baton Rouge, LA",1853,30.4133,-91.18,45,62170,63.2277,70.7795,64.9364,67.4059,73.6623,69.2968,43.0537,56.8294,48.2042,77.209,75.1489,73.8639,98.0443,82.9961,82.2108,50.4466,62.5413,55.7655,39.26,46.4329,39.5892,67.6558,79.5114,74.496,81.9505,77.7878,74.2678,74.3484,74.5685,72.2412,60.8336,69.6512,61.8594,68.1402,73.4308,67.4902,0,0,0,60.32472307692308,LA,South,0,0.42172691043092425,1,61
University of Louisiana at Lafayette,PWI,"Lafayette, LA",1898,30.2138,-92.0201,77,42658,59.079,66.7957,64.0674,36.6637,54.7479,45.7738,53.724,63.0778,60.2354,50.0046,61.7324,58.5194,78.1516,74.9894,75.2271,41.2164,56.2005,50.94,45.8075,54.2935,48.6694,0,0,0,86.3958,76.6742,77.8138,66.3726,69.4872,69.2326,61.7488,64.2017,60.9364,97.5241,79.5222,82.6037,2.6283,2.0177,2.0708,53.54536923076924,LA,South,0,0.49549386542548574,1,51
University of Louisiana at Monroe,PWI,"Monroe, LA",1931,32.5277,-92.0738,28,32462,58.6051,82.9957,73.5311,20.3224,52.1763,30.1908,38.0672,64.7725,52.9146,38.6896,66.706,52.9699,54.4161,82.2651,69.864,29.565,60.393,45.0753,44.0517,67.8179,55.6466,0,0,0,69.3769,86.2247,79.0632,52.0878,78.0568,68.7568,65.7367,84.7365,75.4173,34.7821,68.3024,49.9677,2.2551,2.2091,2.2551,50.434799999999996,LA,South,0,0.5498986832526526,1,35
Northwestern State University,PWI,"Natchitoches, LA",1884,31.7551,-93.1013,20,21905,48.5072,69.9783,61.6754,12.4492,32.1619,16.3737,30.4182,54.0654,41.8556,15.6644,37.4189,21.9139,18.7791,42.132,26.3381,22.1792,46.6943,31.5559,36.8692,56.9296,44.5561,0,0,0,73.3549,80.4296,78.1545,0,0,0,42.0755,60.9969,52.0657,99,88.3835,90.2969,0,0,0,35.752753846153844,LA,South,0,0.4723703336710692,1,57
McNeese State University,PWI,"Lake Charles, LA",1939,30.2266,-93.2138,36,33948,63.2641,77.6678,79.4428,27.2275,54.1873,42.4966,62.3533,74.0799,74.994,49.7983,69.3901,68.9669,98.0987,88.6618,92.482,37.4736,61.2088,57.3555,59.4054,74.294,71.5983,76.7672,85.9308,87.1646,96.9935,87.1954,90.8625,69.2238,79.3743,82.5013,66.2217,71.6151,71.8037,94.1909,87.6321,91.7401,8.2387,8.2613,8.7709,70.78301538461538,LA,South,0,0.5629588676038081,1,75
Nicholls State University,PWI,"Thibodaux, LA",1948,29.5959,-90.8025,6,9711,35.3034,32.707,30.1249,43.0532,38.567,36.3469,16.0604,17.4924,12.6014,32.716,31.8172,27.7583,23.1008,21.767,20.3045,18.6911,20.5336,14.8271,13.6421,13.9716,14.1469,50.7637,53.3537,51.146,43.6262,43.2307,39.7858,49.4848,42.0837,42.1731,30.6343,35.7072,29.3083,72.3058,53.0419,58.1468,0,0,0,28.974615384615376,LA,South,0,0.5775470660938152,1,72
Southeastern Louisiana University,PWI,"Hammond, LA",1925,30.5079,-90.4715,22,36239,49.8829,73.1659,74.5928,40.9135,68.7812,67.2002,34.4548,59.2302,56.6246,43.7313,67.2655,68.1757,46.2694,69.6702,66.2773,32.2558,58.1396,55.8842,30.4845,52.0762,45.1467,0,0,0,80.5356,85.7767,89.5188,45.8294,69.6294,71.4978,59.7921,75.9941,76.7185,57.5899,78.3442,80.1911,5.7093,5.7093,5.8271,58.28113846153846,LA,South,0,0.5400571966374318,1,20
University of Maryland,PWI,"College Park, MD",1856,38.9869,-76.9426,46,100412,16.0479,38.6799,22.4284,49.6077,74.7042,62.2866,58.5557,75.8281,67.4895,82.4076,86.4872,82.3468,34.2096,63.0612,45.208,80.8082,85.7184,81.5594,61.1304,78.0784,65.0063,80.8903,88.4012,83.9904,47.9039,71.5866,59.1751,86.7305,87.9179,83.7535,59.1531,72.6848,63.8536,50.7745,74.5202,61.7527,0,0,0,59.91156153846154,MD,Northeast,0,0.6519381541231453,1,23
Towson University,PWI,"Towson, MD",1866,39.3958,-76.6047,64,82531,20.5731,27.2694,18.3634,61.935,55.8197,51.5739,60.1308,53.356,50.4984,70.843,58.2974,58.1573,43.3864,45.1527,37.2356,76.7545,59.989,61.3332,69.9451,56.1101,51.314,24.659300000000002,27.3434,24.5883,59.2825,56.1732,50.3671,77.141,60.7474,61.0227,56.803,52.7705,46.8325,34.4894,39.0256,29.4223,0,0,0,41.59297692307692,MD,Northeast,0,0.6667932599581571,1,22
University of Mississippi,PWI,"Oxford, MS",1848,34.3654,-89.5392,25,35144,50.9134,62.554,49.5819,7.3549,16.0918,6.7746,24.8029,41.5291,27.2137,18.347,35.1152,18.7135,7.6757,16.1092,7.7542,32.923,49.0831,34.734,15.7303,21.0538,14.8764,0,0,0,0,0,0,46.5541,59.2636,47.6385,64.2458,67.5379,58.1701,21.1885,38.1265,21.4484,5.5083,6.3219,5.7029,22.508323076923073,MS,South,0,0.4136826771729253,1,77
Mississippi State University,PWI,"Starkville, MS",1878,33.4562,-88.7928,20,32182,68.252,80.205,72.8079,5.1417,14.0379,6.0117,25.8769,47.0125,33.2459,24.5139,47.9916,31.628,65.74,80.9687,71.3122,33.629,57.4437,42.7857,29.336,48.6574,34.7443,0,0,0,1.4791,2.4423,2.3391,53.8108,71.5347,62.2445,66.2725,75.9511,67.2838,37.099,62.372,45.1409,39.6504,45.7003,43.9638,39.500600000000006,MS,South,0,0.4624906547058445,1,30
University of Southern Mississippi,PWI,"Hattiesburg, MS",1910,31.328,-89.3361,35,44504,82.7121,86.8147,87.9589,5.7294,15.9923,7.5896,49.254,68.2114,63.2271,32.7502,58.4967,48.4601,73.0015,83.9764,81.1995,46.012,68.4129,64.1462,32.5371,49.8333,40.2973,75.2976,86.5571,85.1625,91.7787,88.1013,88.2799,28.0626,54.1785,41.8214,77.4065,83.9376,81.9671,36.0899,62.3303,50.3931,5.7533,6.2583,6.485,57.46059230769231,MS,South,0,0.5153331495785983,1,42
Delta State University,PWI,"Cleveland, MS",1924,33.7434,-90.7232,13,18283,67.2009,78.8972,79.1585,28.3408,54.6722,42.2199,29.0342,51.107,43.1429,18.167,39.782,26.4471,88.1285,86.323,87.3381,23.7954,47.3054,36.6118,42.2744,58.4852,51.4705,0,0,0,0,0,0,29.48,54.1465,44.6186,50.4329,63.7685,59.2138,50.2288,70.9609,66.4194,55.6093,64.5124,63.1892,46.140753846153856,MS,South,0,0.5384136964078773,1,47
University of Missouri,PWI,"Columbia, MO",1839,38.9517,-92.3341,44,53315,32.6876,49.3828,38.0538,31.9001,49.9993,37.6002,55.5456,62.4998,59.7724,45.3878,58.0445,53.0561,46.8502,61.186,53.0282,57.0948,64.3195,62.7415,39.768,51.8681,44.5325,0,0,0,64.4783,69.8745,66.6225,60.9207,66.9756,65.3208,60.633,66.7314,62.2478,72.2993,73.0135,71.5703,0,0,0,47.272776923076925,MO,Midwest,0,0.28754935972432183,1,37
